accountID,roomID,star,reiewMsg,revTime
A138,15,2,Innovative zero defect analyzer,8:52
A260,13,5,Profit-focused modular workforce,9:01
A572,10,3,Innovative bottom-line installation,6:02
A501,2,1,Extended uniform moderator,6:37
A696,9,1,Intuitive static projection,21:11
A334,3,5,Horizontal context-sensitive encryption,4:35
A661,8,4,Realigned bi-directional architecture,12:55
A725,10,3,Streamlined modular hardware,9:28
A308,11,1,Reverse-engineered tangible archive,6:27
A883,4,4,Persevering non-volatile encoding,10:04
A926,3,4,User-friendly 6th generation conglomeration,16:32
A521,2,5,Multi-tiered 5th generation attitude,6:32
A579,5,2,Mandatory zero tolerance superstructure,16:19
A957,3,3,Advanced zero administration analyzer,15:57
A410,6,3,Profit-focused contextually-based alliance,2:28
A705,11,2,Streamlined reciprocal data-warehouse,10:29
A502,13,2,Progressive global throughput,19:59
A68,6,4,Open-source actuating open system,17:31
A23,10,5,Triple-buffered disintermediate approach,16:22
A144,4,5,Sharable composite knowledge base,16:19
A316,7,5,Programmable directional knowledge base,14:59
A725,9,3,Organized optimizing paradigm,12:09
A346,15,1,Devolved motivating functionalities,15:57
A03,15,1,Progressive explicit projection,13:29
A154,5,1,Ameliorated foreground capacity,3:18
A260,5,2,Persevering full-range installation,16:38
A369,15,3,Grass-roots logistical moderator,4:28
A579,15,5,Enhanced web-enabled local area network,2:51
A47,4,3,Phased human-resource artificial intelligence,13:16
A04,1,3,Managed dedicated collaboration,0:42
A690,5,5,Universal global matrices,9:49
A425,15,5,Grass-roots systemic analyzer,3:11
A879,13,2,Configurable impactful process improvement,14:51
A605,4,3,Vision-oriented national info-mediaries,4:59
A24,3,3,Multi-tiered neutral knowledge user,13:37
A840,4,2,Enhanced demand-driven groupware,16:45
A278,8,2,Function-based human-resource database,3:33
A238,1,3,Grass-roots client-driven conglomeration,3:58
A922,8,2,Public-key radical pricing structure,13:41
A84,13,5,Function-based next generation methodology,21:06
A932,2,2,Team-oriented content-based focus group,13:51
A407,13,2,Compatible uniform project,10:18
A993,7,1,Assimilated contextually-based archive,0:34
A841,12,5,Synergized value-added extranet,11:48
A728,9,2,Open-source bottom-line process improvement,5:05
A417,13,4,Robust holistic success,12:16
A971,5,2,Pre-emptive methodical standardization,10:08
A501,5,2,Switchable intermediate complexity,12:35
A326,11,3,Reduced tertiary database,16:37
A725,2,1,Up-sized high-level policy,11:06
A1018,10,4,Implemented client-server hierarchy,22:48
A03,4,2,Integrated system-worthy extranet,6:41
A268,6,4,Organized exuding database,17:35
A45,12,3,Customizable explicit process improvement,0:36
A926,1,4,Open-source content-based synergy,2:05
A279,10,4,Synergistic intermediate instruction set,2:00
A189,9,5,Function-based needs-based challenge,4:41
A225,4,4,Down-sized impactful paradigm,11:50
A285,15,3,Progressive interactive groupware,21:23
A171,14,3,Reverse-engineered 4th generation matrix,12:41
A661,1,5,Public-key disintermediate superstructure,16:08
A144,8,3,Decentralized radical support,0:44
A557,2,1,Re-engineered mobile intranet,0:42
A705,6,2,Managed static help-desk,12:49
A961,3,4,Re-engineered 4th generation leverage,6:43
A71,3,1,Self-enabling didactic pricing structure,21:44
A100,10,3,Programmable impactful superstructure,4:06
A722,14,5,Programmable bifurcated array,4:06
A619,11,3,Decentralized neutral database,6:46
A646,12,1,Fully-configurable value-added orchestration,20:38
A35,12,3,Polarised multi-tasking hub,7:16
A68,1,5,Programmable real-time toolset,14:22
A90,10,1,Public-key upward-trending artificial intelligence,0:40
A258,1,5,Realigned tertiary interface,18:55
A87,15,1,Realigned eco-centric software,8:40
A141,9,4,Universal neutral task-force,0:19
A550,11,2,Cloned dynamic pricing structure,14:18
A789,1,5,Re-contextualized regional workforce,14:02
A254,9,3,Exclusive holistic strategy,12:12
A360,5,5,Ergonomic neutral secured line,3:47
A1044,7,1,Down-sized empowering access,14:25
A915,8,3,Virtual methodical process improvement,12:59
A571,8,5,Inverse bottom-line adapter,1:46
A84,6,1,Exclusive well-modulated intranet,1:29
A526,15,3,Right-sized impactful approach,9:20
A462,11,1,Intuitive needs-based interface,18:35
A964,11,4,Enhanced tertiary neural-net,9:49
A999,14,2,Polarised modular artificial intelligence,0:29
A221,13,2,Up-sized 24/7 groupware,14:05
A678,8,2,Ergonomic full-range project,8:25
A476,6,1,Multi-layered static groupware,0:04
A166,9,2,Open-architected systematic installation,6:31
A278,12,3,Virtual solution-oriented methodology,14:45
A687,6,4,Programmable bifurcated architecture,13:13
A104,9,4,Cross-platform 3rd generation approach,5:04
A365,3,2,Profit-focused impactful extranet,2:04
A108,4,4,Enterprise-wide static synergy,9:43
A09,15,3,Expanded asynchronous firmware,22:09
A917,15,5,Face to face context-sensitive analyzer,14:19
A106,12,1,Total even-keeled budgetary management,22:27
A47,15,3,Cloned clear-thinking encryption,3:18
A308,7,2,Reduced demand-driven Graphic Interface,16:49
A957,15,2,Re-contextualized 4th generation portal,21:24
A434,9,4,Managed next generation alliance,4:05
A996,11,1,Intuitive national data-warehouse,12:57
A404,3,4,Object-based executive access,4:35
A657,14,3,Synergized impactful attitude,9:50
A500,15,5,Right-sized high-level knowledge user,8:29
A434,14,2,Cross-group transitional matrices,17:44
A322,11,4,Distributed user-facing ability,17:38
A708,3,1,Visionary mission-critical function,20:50
A755,6,1,Persistent mission-critical hardware,11:17
A816,4,1,Front-line transitional support,13:23
A740,5,3,Realigned client-driven groupware,23:22
A751,2,2,Expanded well-modulated superstructure,22:25
A33,10,3,Synergized client-driven utilisation,21:37
A218,5,5,Enterprise-wide dynamic secured line,7:06
A426,2,3,Self-enabling high-level archive,22:49
A107,11,1,Profit-focused modular definition,13:31
A46,8,4,Visionary bandwidth-monitored contingency,11:36
A858,5,3,Ergonomic global strategy,0:43
A221,14,2,Implemented human-resource software,9:47
A108,14,1,Balanced directional open system,18:55
A438,1,5,Pre-emptive modular utilisation,20:17
A399,14,3,Decentralized dedicated policy,7:05
A740,8,5,Enterprise-wide exuding product,11:39
A158,1,2,Function-based bifurcated synergy,16:21
A864,9,3,Ameliorated solution-oriented framework,2:31
A978,4,4,Extended systematic local area network,15:59
A955,10,4,Persistent hybrid database,22:04
A28,2,2,Down-sized background project,15:38
A620,14,4,User-centric human-resource hub,14:22
A200,8,3,Networked leading edge challenge,14:44
A549,3,3,Persistent fresh-thinking neural-net,15:51
A1009,7,3,Profound tertiary software,8:12
A518,11,3,Persistent zero tolerance middleware,2:48
A62,15,4,Polarised secondary task-force,2:42
A690,9,3,Cloned neutral approach,12:41
A185,9,2,Quality-focused fresh-thinking groupware,6:21
A218,13,1,Customizable web-enabled capacity,2:25
A322,7,2,Automated modular initiative,2:08
A798,14,2,Profound tertiary initiative,3:56
A978,10,2,Open-architected disintermediate website,22:00
A108,9,5,Cloned analyzing conglomeration,18:21
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
